zil-additional-service  | 
zil-additional-service  | 2026-05-04T12:19:18.893Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability count=1310 sumNanos=826877485137 avgNanos=631204187
zil-additional-service  | 2026-05-04T12:19:18.893Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=1310 sumNanos=412719953512 avgNanos=315053399
zil-additional-service  | 2026-05-04T12:19:18.893Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1303 sumNanos=407156706594 avgNanos=312476367
zil-additional-service  | 2026-05-04T12:19:18.893Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.cityDate count=1310 sumNanos=725800470 avgNanos=554046
zil-additional-service  | 2026-05-04T12:19:23.896Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability count=231 sumNanos=110815262269 avgNanos=479719750
zil-additional-service  | 2026-05-04T12:19:23.898Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=231 sumNanos=53708435691 avgNanos=232504050
zil-additional-service  | 2026-05-04T12:19:23.898Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=234 sumNanos=57415709931 avgNanos=245366281
zil-additional-service  | 2026-05-04T12:19:23.898Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.cityDate count=231 sumNanos=74208038 avgNanos=321246
zil-additional-service  | 2026-05-04T12:19:23.898Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.availability count=669 sumNanos=354181826953 avgNanos=529419771
zil-additional-service  | 2026-05-04T12:19:23.899Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=669 sumNanos=172360240993 avgNanos=257638626
zil-additional-service  | 2026-05-04T12:19:23.899Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=667 sumNanos=180580624241 avgNanos=270735568
zil-additional-service  | 2026-05-04T12:19:23.899Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.availability.cityDate count=669 sumNanos=215858333 avgNanos=322658
zil-additional-service  | 2026-05-04T12:19:23.902Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability count=1360 sumNanos=795751897813 avgNanos=585111689
zil-additional-service  | 2026-05-04T12:19:23.902Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=1361 sumNanos=394777459461 avgNanos=290064261
zil-additional-service  | 2026-05-04T12:19:23.902Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1357 sumNanos=397015881461 avgNanos=292568814
zil-additional-service  | 2026-05-04T12:19:23.902Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.cityDate count=1360 sumNanos=694488019 avgNanos=510652
zil-additional-service  | 2026-05-04T12:19:28.903Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability count=234 sumNanos=111186573026 avgNanos=475156294
zil-additional-service  | 2026-05-04T12:19:28.903Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=234 sumNanos=54518315071 avgNanos=232984252
zil-additional-service  | 2026-05-04T12:19:28.903Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=237 sumNanos=57258659013 avgNanos=241597717
zil-additional-service  | 2026-05-04T12:19:28.903Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.cityDate count=234 sumNanos=83205857 avgNanos=355580
zil-additional-service  | 2026-05-04T12:19:28.904Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.availability count=669 sumNanos=344417323187 avgNanos=514824100
zil-additional-service  | 2026-05-04T12:19:28.904Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=669 sumNanos=166892441520 avgNanos=249465532
zil-additional-service  | 2026-05-04T12:19:28.904Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=673 sumNanos=177947580093 avgNanos=264409480
zil-additional-service  | 2026-05-04T12:19:28.904Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.availability.cityDate count=669 sumNanos=231679742 avgNanos=346307
zil-additional-service  | 2026-05-04T12:19:28.904Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability count=1390 sumNanos=760287994826 avgNanos=546969780
zil-additional-service  | 2026-05-04T12:19:28.904Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=1390 sumNanos=374102524839 avgNanos=269138507
zil-additional-service  | 2026-05-04T12:19:28.904Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1391 sumNanos=384568744172 avgNanos=276469262
zil-additional-service  | 2026-05-04T12:19:28.904Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.cityDate count=1390 sumNanos=705343427 avgNanos=507441
zil-additional-service  | 2026-05-04T12:19:33.905Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability count=238 sumNanos=111166462619 avgNanos=467085977
zil-additional-service  | 2026-05-04T12:19:33.906Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=237 sumNanos=54681979211 avgNanos=230725650
zil-additional-service  | 2026-05-04T12:19:33.907Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=234 sumNanos=54899313021 avgNanos=234612448
zil-additional-service  | 2026-05-04T12:19:33.908Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.cityDate count=238 sumNanos=91760733 avgNanos=385549
zil-additional-service  | 2026-05-04T12:19:33.908Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.availability count=687 sumNanos=340763289941 avgNanos=496016433
zil-additional-service  | 2026-05-04T12:19:33.908Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=687 sumNanos=165952261034 avgNanos=241560787
zil-additional-service  | 2026-05-04T12:19:33.909Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=681 sumNanos=172426990880 avgNanos=253196756
zil-additional-service  | 2026-05-04T12:19:33.909Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.availability.cityDate count=687 sumNanos=245774729 avgNanos=357750
zil-additional-service  | 2026-05-04T12:19:33.910Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability count=1400 sumNanos=741834900838 avgNanos=529882072
zil-additional-service  | 2026-05-04T12:19:33.910Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=1400 sumNanos=364504722212 avgNanos=260360515
zil-additional-service  | 2026-05-04T12:19:33.911Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1396 sumNanos=374716861229 avgNanos=268421820
zil-additional-service  | 2026-05-04T12:19:33.911Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.cityDate count=1400 sumNanos=658539463 avgNanos=470385
zil-additional-service  | 2026-05-04T12:19:38.924Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability count=234 sumNanos=110164439132 avgNanos=470788201
zil-additional-service  | 2026-05-04T12:19:38.925Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=234 sumNanos=54642547783 avgNanos=233515161
zil-additional-service  | 2026-05-04T12:19:38.925Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=232 sumNanos=55316897150 avgNanos=238434901
zil-additional-service  | 2026-05-04T12:19:38.925Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.cityDate count=234 sumNanos=108699594 avgNanos=464528
zil-additional-service  | 2026-05-04T12:19:38.925Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.availability count=698 sumNanos=332405075209 avgNanos=476225036
zil-additional-service  | 2026-05-04T12:19:38.925Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=698 sumNanos=162468132714 avgNanos=232762367
zil-additional-service  | 2026-05-04T12:19:38.925Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=700 sumNanos=170139568445 avgNanos=243056526
zil-additional-service  | 2026-05-04T12:19:38.925Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.availability.cityDate count=698 sumNanos=272101344 avgNanos=389830
zil-additional-service  | 2026-05-04T12:19:38.925Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability count=1391 sumNanos=722404332119 avgNanos=519341719
zil-additional-service  | 2026-05-04T12:19:38.926Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=1391 sumNanos=354791499991 avgNanos=255062185
zil-additional-service  | 2026-05-04T12:19:38.928Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1392 sumNanos=367185988921 avgNanos=263783038
zil-additional-service  | 2026-05-04T12:19:38.928Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.cityDate count=1391 sumNanos=604842094 avgNanos=434825
zil-additional-service  | 2026-05-04T12:19:43.929Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability count=227 sumNanos=110970417260 avgNanos=488856463
zil-additional-service  | 2026-05-04T12:19:43.929Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=227 sumNanos=54081160223 avgNanos=238242996
zil-additional-service  | 2026-05-04T12:19:43.929Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=230 sumNanos=57392139765 avgNanos=249531042
zil-additional-service  | 2026-05-04T12:19:43.929Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.cityDate count=227 sumNanos=107640327 avgNanos=474186
zil-additional-service  | 2026-05-04T12:19:43.929Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.availability count=697 sumNanos=333291452769 avgNanos=478179989
zil-additional-service  | 2026-05-04T12:19:43.929Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=697 sumNanos=163046828320 avgNanos=233926582
zil-additional-service  | 2026-05-04T12:19:43.929Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=698 sumNanos=169707162717 avgNanos=243133470
zil-additional-service  | 2026-05-04T12:19:43.930Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.availability.cityDate count=697 sumNanos=274294667 avgNanos=393536
zil-additional-service  | 2026-05-04T12:19:43.931Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability count=1379 sumNanos=707306060949 avgNanos=512912299
zil-additional-service  | 2026-05-04T12:19:43.931Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=1379 sumNanos=346341600722 avgNanos=251154170
zil-additional-service  | 2026-05-04T12:19:43.932Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1377 sumNanos=359556737588 avgNanos=261116004
zil-additional-service  | 2026-05-04T12:19:43.932Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.cityDate count=1379 sumNanos=567342075 avgNanos=411415
zil-additional-service  | 2026-05-04T12:19:48.933Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability count=227 sumNanos=111270761232 avgNanos=490179564
zil-additional-service  | 2026-05-04T12:19:48.933Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=227 sumNanos=54108189841 avgNanos=238362069
zil-additional-service  | 2026-05-04T12:19:48.933Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=230 sumNanos=58510794455 avgNanos=254394758
zil-additional-service  | 2026-05-04T12:19:48.933Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.cityDate count=227 sumNanos=94776081 avgNanos=417515
zil-additional-service  | 2026-05-04T12:19:48.934Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.availability count=695 sumNanos=332621773390 avgNanos=478592479
zil-additional-service  | 2026-05-04T12:19:48.934Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=695 sumNanos=163269052695 avgNanos=234919500
zil-additional-service  | 2026-05-04T12:19:48.934Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=699 sumNanos=171056495968 avgNanos=244716017
zil-additional-service  | 2026-05-04T12:19:48.934Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.availability.cityDate count=695 sumNanos=286681532 avgNanos=412491
zil-additional-service  | 2026-05-04T12:19:48.935Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability count=1369 sumNanos=694814260678 avgNanos=507534156
zil-additional-service  | 2026-05-04T12:19:48.935Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=1369 sumNanos=338847486317 avgNanos=247514599
zil-additional-service  | 2026-05-04T12:19:48.935Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1373 sumNanos=357133193061 avgNanos=260111575
zil-additional-service  | 2026-05-04T12:19:48.935Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.cityDate count=1369 sumNanos=523192595 avgNanos=382171
zil-additional-service  | 2026-05-04T12:19:53.939Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability count=239 sumNanos=121051662667 avgNanos=506492312
zil-additional-service  | 2026-05-04T12:19:53.941Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=239 sumNanos=58731509253 avgNanos=245738532
zil-additional-service  | 2026-05-04T12:19:53.941Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=241 sumNanos=62644282393 avgNanos=259934781
zil-app                 | 2026-05-04T14:08:04.322Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=955 sumNanos=187814811804 avgNanos=196664724
zil-app                 | 2026-05-04T14:08:04.323Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=1399 sumNanos=444579217571 avgNanos=317783572
zil-app                 | 2026-05-04T14:08:04.323Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=1399 sumNanos=444444339486 avgNanos=317687161
zil-app                 | 2026-05-04T14:08:04.323Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1385 sumNanos=374771931544 avgNanos=270593452
zil-app                 | 2026-05-04T14:08:04.323Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1385 sumNanos=374763109093 avgNanos=270587082
zil-app                 | 2026-05-04T14:08:09.364Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=345 sumNanos=64499795773 avgNanos=186955929
zil-app                 | 2026-05-04T14:08:09.428Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=345 sumNanos=64481652777 avgNanos=186903341
zil-app                 | 2026-05-04T14:08:09.428Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=343 sumNanos=62647892386 avgNanos=182646916
zil-app                 | 2026-05-04T14:08:09.428Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=343 sumNanos=62645596731 avgNanos=182640223
zil-app                 | 2026-05-04T14:08:09.429Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=991 sumNanos=197855436388 avgNanos=199652307
zil-app                 | 2026-05-04T14:08:09.429Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=991 sumNanos=197723541570 avgNanos=199519214
zil-app                 | 2026-05-04T14:08:09.429Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.CarController.getCars count=989 sumNanos=187624299758 avgNanos=189711122
zil-app                 | 2026-05-04T14:08:09.429Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=989 sumNanos=187618182894 avgNanos=189704937
zil-app                 | 2026-05-04T14:08:09.430Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=1547 sumNanos=435326319297 avgNanos=281400335
zil-app                 | 2026-05-04T14:08:09.516Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=1547 sumNanos=435190157975 avgNanos=281312319
zil-app                 | 2026-05-04T14:08:09.516Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1541 sumNanos=387352824415 avgNanos=251364584
zil-app                 | 2026-05-04T14:08:09.516Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1541 sumNanos=387343090793 avgNanos=251358267
zil-app                 | 2026-05-04T14:08:14.520Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=360 sumNanos=68077952926 avgNanos=189105424
zil-app                 | 2026-05-04T14:08:14.520Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=360 sumNanos=68074743693 avgNanos=189096510
zil-app                 | 2026-05-04T14:08:14.520Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=359 sumNanos=63927042486 avgNanos=178069756
zil-app                 | 2026-05-04T14:08:14.520Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=359 sumNanos=63924969151 avgNanos=178063980
zil-app                 | 2026-05-04T14:08:14.521Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=1024 sumNanos=199307999043 avgNanos=194636717
zil-app                 | 2026-05-04T14:08:14.521Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=1024 sumNanos=199231889971 avgNanos=194562392
zil-app                 | 2026-05-04T14:08:14.522Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.CarController.getCars count=1018 sumNanos=186667296733 avgNanos=183366696
zil-app                 | 2026-05-04T14:08:14.523Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=1018 sumNanos=186661303802 avgNanos=183360809
zil-app                 | 2026-05-04T14:08:14.526Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=1697 sumNanos=428184342699 avgNanos=252318410
zil-app                 | 2026-05-04T14:08:14.527Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=1697 sumNanos=428047397284 avgNanos=252237712
zil-app                 | 2026-05-04T14:08:14.533Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1694 sumNanos=383853084187 avgNanos=226595681
zil-app                 | 2026-05-04T14:08:14.536Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1694 sumNanos=383842815049 avgNanos=226589619
zil-app                 | 2026-05-04T14:08:19.547Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=376 sumNanos=70041170113 avgNanos=186279707
zil-app                 | 2026-05-04T14:08:19.570Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=376 sumNanos=70038780823 avgNanos=186273353
zil-app                 | 2026-05-04T14:08:19.570Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=378 sumNanos=65148633413 avgNanos=172350882
zil-app                 | 2026-05-04T14:08:19.570Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=378 sumNanos=65146980254 avgNanos=172346508
zil-app                 | 2026-05-04T14:08:19.570Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=1047 sumNanos=200469569580 avgNanos=191470458
zil-app                 | 2026-05-04T14:08:19.570Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=1047 sumNanos=200394868686 avgNanos=191399110
zil-app                 | 2026-05-04T14:08:19.570Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.CarController.getCars count=1045 sumNanos=189036545639 avgNanos=180896215
zil-app                 | 2026-05-04T14:08:19.571Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=1045 sumNanos=189030422715 avgNanos=180890356
zil-app                 | 2026-05-04T14:08:19.571Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=1817 sumNanos=412136773378 avgNanos=226822660
zil-app                 | 2026-05-04T14:08:19.571Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=1817 sumNanos=411999549303 avgNanos=226747137
zil-app                 | 2026-05-04T14:08:19.618Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1819 sumNanos=379896867431 avgNanos=208849294
zil-app                 | 2026-05-04T14:08:19.618Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1819 sumNanos=379886497514 avgNanos=208843594
zil-app                 | 2026-05-04T14:08:24.621Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=393 sumNanos=70024617067 avgNanos=178179687
zil-app                 | 2026-05-04T14:08:24.621Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=393 sumNanos=70022278136 avgNanos=178173735
zil-app                 | 2026-05-04T14:08:24.621Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=392 sumNanos=64267307605 avgNanos=163947213
zil-app                 | 2026-05-04T14:08:24.621Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=392 sumNanos=64257498606 avgNanos=163922190
zil-app                 | 2026-05-04T14:08:24.622Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=1084 sumNanos=201925292861 avgNanos=186277945
